,population density P,proportion A
5099,5.16946174,0.20813282
5123,13.88173125,0.170044167
5125,65.23166683,0.178740987
5009,23.96865809,0.206974068
5057,10.4529091,0.181174946
5149,8.244197111,0.176342812
5111,11.60931014,0.181929022
5017,5.700488791,0.210165508
5139,14.27620045,0.183790013
5141,8.423844034,0.257993036
5011,6.233796376,0.188715031
5035,28.85786098,0.142993604
5145,28.46545269,0.165117672
5037,10.44400519,0.183028286
5027,11.47266675,0.171535088
5133,10.51943487,0.14476924
5039,3.745920965,0.243943836
5059,20.50084361,0.190685147
5079,8.763996548,0.151128633
5119,190.8284541,0.156985907
5001,6.373275341,0.19815722
5003,7.820236019,0.211564697
5067,10.09190907,0.179242469
5131,90.60610928,0.163697113
5043,8.00885797,0.175900836
5109,6.394387943,0.200609696
5019,9.373397564,0.161436232
5095,4.227273486,0.231843575
5113,8.608032944,0.229115703
5053,10.95234413,0.182071269
5055,30.48423592,0.162774936
5121,10.93590148,0.194357704
5023,16.11196144,0.26932416
5041,5.415655552,0.189331462
5071,14.53396068,0.168511399
5107,8.790982298,0.195884376
5093,16.89772213,0.148714419
5021,8.759096007,0.216937036
5127,4.227632989,0.207359219
5115,29.46302767,0.160497917
5089,10.15388766,0.283693844
5143,99.6999222,0.118894032
5031,60.2811405,0.135623236
5063,18.98263976,0.175344705
5029,14.11748719,0.193239981
5007,124.1862527,0.133505662
5061,8.28448827,0.180979196
5065,8.979687887,0.257107085
5103,11.81372574,0.207047291
5015,17.09561367,0.235835368
5025,4.866425283,0.211655629
5101,3.389879153,0.271306032
5117,4.735249201,0.233618921
5097,4.088101793,0.26833294
5049,7.515875246,0.260559881
5105,6.895357561,0.204032741
5129,4.52096815,0.254215636
5073,4.455636563,0.244885012
5077,5.329956604,0.20190853
5147,4.075713058,0.238679847
17107,17.48182517,0.189641007
17119,138.8211787,0.174481322
17141,26.22969227,0.188528389
17029,35.51251013,0.177641687
17031,2130.428272,0.149202122
17037,61.18153248,0.130529167
17033,16.18779636,0.193316911
17179,77.17092147,0.1906107
17113,55.70773597,0.137298486
17109,17.83669009,0.186067861
17161,123.9740252,0.194958076
17183,31.82412981,0.196970514
17043,1072.356619,0.161143293
17087,14.73871695,0.194377631
17097,587.1000617,0.146258903
17105,13.24169624,0.192257236
17093,158.2337774,0.106856857
17099,36.92307543,0.189220246
17103,18.12480925,0.201575357
17135,15.40027429,0.204398402
17027,28.33164374,0.174287805
17051,11.4536936,0.180574937
17085,13.78238037,0.286530871
17017,13.14535197,0.171967201
17061,8.478020491,0.200967715
17197,317.4661373,0.135389747
17111,196.2505471,0.152124508
17083,22.03381772,0.194813644
17041,18.28179254,0.18164775
17057,14.71938767,0.207212568
17165,23.73112282,0.20570419
17089,381.0330046,0.143641242
17149,6.707703463,0.215352247
17077,33.97382786,0.160725749
17185,19.29219559,0.210966379
17007,73.27298429,0.158930609
17091,61.01210307,0.169798158
17143,111.5368298,0.174783871
17177,30.5671534,0.230579642
17039,14.81038718,0.194716495
17095,26.82996749,0.21670203
17139,16.29731842,0.1851036
17073,23.07785507,0.206201047
17157,19.52308114,0.202592494
17121,25.30762828,0.195728217
17117,20.03095708,0.205723434
17159,16.88642464,0.203971918
17193,10.67868073,0.232050173
17005,16.88150837,0.181704036
17075,9.356803258,0.216158334
17127,22.59712257,0.210021171
17195,30.92387236,0.210166266
17081,24.56266713,0.193936944
17167,86.52554416,0.182305275
17025,10.93579653,0.203175559
17055,33.84698969,0.204401767
17001,29.15869329,0.198983706
17053,10.75288837,0.18800828
17137,22.22569953,0.203037667
17145,18.09947745,0.196170192
17015,13.00552045,0.239129051
17147,14.66493462,0.201007436
17191,8.732343045,0.217213875
17201,212.5532849,0.177488373
17063,47.18794282,0.14455928
17187,11.98467143,0.200261391
17011,14.71242006,0.221971543
17023,11.83794038,0.19388217
17079,7.203568179,0.201033703
17133,33.91556756,0.180413698
17199,58.38202913,0.190910174
17067,8.360457745,0.234769772
17115,68.61107007,0.200338514
17021,18.38000503,0.192573225
17035,11.64312579,0.198985937
17125,8.978937228,0.225040104
17049,27.91403883,0.178423117
17131,10.67008313,0.214294815
17019,79.69559399,0.131012809
17173,10.56206736,0.227251072
17203,27.38953747,0.182971533
17101,15.78989646,0.179636411
17181,15.77643539,0.216021811
17045,10.44237808,0.229888467
17189,9.425981309,0.204898968
17163,147.584049,0.161076407
17169,6.043720884,0.227134367
17065,7.086497902,0.216983492
17153,9.871691563,0.221387283
17003,8.008882593,0.24164917
17071,6.243059009,0.258574785
17129,15.064032,0.193005287
17047,10.83392634,0.215532426
17175,7.23310509,0.222242817
17123,11.39873223,0.234002723
17155,12.66208494,0.232434351
17059,5.824131694,0.250809061
17171,7.566481912,0.197291288
8043,12.32076469,0.222871623
8051,2.005955139,0.13858519
8093,3.039930168,0.220101196
8049,3.249225814,0.186764238
8087,8.697014642,0.157241995
8003,8.750069431,0.147924298
8101,27.08344625,0.190146582
8001,169.6572847,0.106571102
8037,12.72557069,0.126871029
8105,4.88680397,0.217918725
8041,132.5422956,0.131895318
8123,31.65702812,0.124144723
8045,8.06611914,0.134552411
8077,18.00821368,0.197635287
8099,2.81954986,0.181568203
8055,1.652909561,0.319201995
8075,4.512397666,0.182299406
8013,172.631984,0.14861576
8067,12.64352209,0.18940633
8071,1.177787001,0.252077753
8083,4.892916293,0.232194669
8063,1.266035217,0.195876289
8081,1.081963893,0.160361038
8085,7.353676519,0.243597254
8007,3.807369537,0.27143392
8015,7.412379705,0.255134525
8014,853.2159734,0.145685176
8035,164.0054302,0.127475572
8005,314.3069923,0.135572263
8097,6.893190358,0.20641779
8019,9.167322618,0.211730892
8119,17.08084576,0.236086939
8065,7.489083573,0.137917115
8117,19.379683,0.139172436
8039,5.443408048,0.173088732
8107,4.051710917,0.167411883
8029,10.4967157,0.268709336
8073,0.847798911,0.176594995
8113,2.419213579,0.160594796
8069,52.70387668,0.161228605
8031,1787.448139,0.119136465
8089,5.682514121,0.2057045
8125,1.628579901,0.176635608
8059,291.0363845,0.168185546
8047,14.91864409,0.18239752
8021,2.23165396,0.202171873
8103,0.782552557,0.162427214
8109,0.776023197,0.25
8091,3.477295718,0.289754098
8011,1.415706175,0.19582153
8121,0.737742424,0.209881669
8095,2.546950294,0.215530554
8061,0.313402257,0.244475138
24009,150.844268,0.154414855
24023,16.92403631,0.227722429
24031,809.5979929,0.158372604
24037,109.3425374,0.132944268
24047,34.68171383,0.278147336
24039,27.27038113,0.172049563
24001,61.52744148,0.20852176
24043,127.912807,0.173777019
24021,157.2928509,0.14664164
24033,749.2663771,0.137114292
24017,132.9170759,0.128615241
24027,506.8690387,0.141591136
24019,20.99897781,0.220234253
24029,24.77131987,0.267736223
24035,48.87030974,0.191755554
24045,104.1044349,0.161370043
24005,532.09175,0.17215764
24013,147.5635837,0.172422569
24041,47.16309789,0.290142046
24011,39.45186697,0.16742761
24025,223.4531624,0.164363296
24003,505.8057282,0.150323831
24510,2619.326992,0.143876453
24015,106.4497522,0.161389842
29067,5.488628685,0.245594333
29083,11.5776368,0.222419686
29133,11.32009138,0.183249821
29029,23.30417095,0.285974968
29189,741.4297084,0.181195951
29121,7.233951393,0.219263642
29009,16.86126599,0.211623664
29027,20.19586972,0.170456342
29073,10.86913826,0.225834798
29209,23.50114283,0.311273406
29043,60.87262719,0.160410171
29165,96.67638107,0.151330891
29186,14.083643,0.199480463
29117,10.44115958,0.197759142
29225,25.42681032,0.152677224
29091,16.53598757,0.197413771
29159,24.19858581,0.169179229
29173,8.270754195,0.22199691
29003,16.06487549,0.19109861
29071,43.45964612,0.178700723
29175,19.57504379,0.167361477
29223,5.476233921,0.242573355
29055,11.97382666,0.19679882
29217,9.098724414,0.20168451
29139,8.087844787,0.201821075
29143,9.103536607,0.193024105
29045,5.012903946,0.210003013
29115,7.387568545,0.209347368
29510,1760.795403,0.140480493
29107,19.95059914,0.184579935
29213,33.22732294,0.216204645
29065,7.380254825,0.217813541
29077,170.311132,0.165188533
29097,73.93625518,0.155347398
29059,12.14540903,0.203562639
29123,9.802247206,0.19135118
29167,18.95711552,0.180529121
29201,34.51006781,0.18387029
29161,25.57717046,0.168115423
29063,10.01492536,0.185789378
29021,78.91130951,0.165220058
29147,9.34976937,0.167459383
29219,31.35153838,0.175101329
29229,10.2840616,0.194358918
29215,8.022969653,0.212681692
29019,102.6649352,0.127208558
29177,15.58957556,0.185311515
29207,13.36282417,0.200509119
29079,8.652533271,0.217927799
29113,35.94545018,0.137433281
29151,8.361492954,0.174839925
29181,6.52913602,0.199025944
29001,17.18431774,0.151114096
29039,10.99233365,0.229294424
29101,25.05179945,0.128550268
29185,5.108587786,0.259829796
29013,7.27711002,0.194413268
29081,4.343958101,0.219404631
29099,131.7996222,0.155303682
29195,11.75474612,0.173146997
29183,264.3381741,0.157706818
29169,37.79865697,0.090585619
29031,53.82995419,0.171411088
29095,449.6124952,0.150232287
29105,18.12727306,0.177650748
29149,4.212995805,0.230430755
29069,19.96041187,0.18515114
29119,16.67756485,0.152268143
29145,36.14916388,0.183300084
29049,19.32655566,0.182092935
29053,11.61206604,0.186224639
29017,6.574949811,0.208435786
29127,24.83339104,0.180447965
29141,13.21663933,0.235453766
29155,11.77717923,0.17539267
29157,15.12178162,0.192835285
29015,9.956566799,0.311159241
29047,239.5560188,0.143840618
29131,15.91999387,0.193553605
29135,14.27351693,0.161044332
29221,11.91543809,0.170316819
29023,23.2769473,0.187848582
29037,59.3008307,0.170232696
29051,74.84285666,0.170354555
29109,23.93308827,0.179184973
29163,9.922353742,0.183777942
29007,13.84165003,0.182940022
29011,7.534004911,0.201752879
29187,56.85681523,0.164736472
29093,6.672877202,0.21827145
29153,4.373427842,0.291393826
29033,4.680612461,0.219305474
29085,7.762220079,0.334300218
29211,3.55806679,0.204769051
29057,5.775213092,0.237579281
29203,2.703341685,0.225306006
29111,7.590373615,0.182316587
29061,5.72773871,0.206593928
29125,6.143851555,0.216184148
29025,7.924024039,0.19802542
29089,8.322710162,0.189364845
29137,4.995772174,0.235973216
29041,3.73563452,0.238834165
29171,3.479849504,0.240914921
29205,4.694686927,0.215175352
29075,4.844748942,0.188575138
29197,5.053989302,0.19086622
29199,4.14985901,0.184651261
29035,3.945651603,0.205576923
19035,7.811141921,0.241056876
19049,65.18477474,0.121696146
19081,7.2819899,0.232180925
19113,122.8846835,0.162317192
19121,11.37713143,0.167109875
19183,15.2848964,0.195736949
19191,11.24595769,0.213317384
19063,9.029349122,0.222186735
19165,7.688771792,0.226105442
19079,10.07003832,0.20077143
19089,7.730791918,0.200211305
19069,6.651712665,0.21059986
19085,8.038583058,0.195034975
19039,8.735810347,0.18823047
19021,13.88108825,0.160960384
19067,12.06503785,0.222023277
19075,9.496749611,0.205176051
19101,13.86233589,0.255920843
19189,10.2893922,0.212299916
19175,11.02552351,0.203261407
19137,9.394264037,0.214347952
19181,35.35884112,0.163345929
19123,14.96249357,0.184677783
19037,9.186635566,0.214886354
19157,12.30970497,0.207406613
19163,144.250456,0.16661037
19179,31.42018139,0.179986454
19031,12.29319959,0.201621622
19127,27.05778065,0.180970428
19197,8.596183978,0.214727245
19047,8.933754182,0.17507113
19145,10.97884769,0.230354442
19017,21.99465323,0.193717487
19029,8.988884434,0.229709152
19023,9.53021318,0.224206488
19099,19.94425606,0.190768417
19131,8.70550334,0.210217597
19057,34.99955486,0.205319969
19169,66.4208018,0.123390133
19083,11.45272548,0.22625748
19091,8.521099224,0.20908428
19007,9.222665583,0.234085742
19071,4.937989892,0.225151515
19147,6.108227806,0.215254614
19149,11.50668501,0.186155103
19013,88.57228763,0.169326613
19015,18.00493749,0.190909431
19061,62.28306439,0.181374969
19065,10.31929647,0.218195797
19005,8.256554925,0.225682594
19095,10.96856586,0.18919892
19027,14.07655896,0.206416494
19011,13.77146461,0.18648374
19033,29.00350094,0.223353196
19019,13.8750463,0.17858185
19073,5.932848973,0.226038339
19055,11.67954407,0.200526195
19139,37.22216645,0.172479186
19041,11.06344373,0.212881563
19097,11.59925269,0.21005902
19155,37.76498675,0.177364252
19153,321.6703065,0.132840519
19129,12.70934916,0.194227715
19133,4.842684987,0.237404319
19117,7.68216982,0.216263176
19167,18.04202923,0.156819006
19109,5.885307042,0.242816673
19141,9.569612215,0.213454622
19187,19.91707723,0.190557267
19195,7.16573233,0.21208865
19103,94.8602164,0.123667098
19125,22.64802736,0.186606021
19001,5.082899558,0.221822062
19087,18.13809392,0.19080168
19111,24.07798687,0.211448494
19171,9.17518576,0.197805405
19193,46.67671317,0.151322931
19043,8.316747886,0.239631607
19045,25.29525152,0.195936202
19059,16.95124566,0.269389369
19105,13.83395093,0.204320868
19107,6.6841142,0.216237782
19077,6.92469233,0.228697863
19151,4.729657676,0.231943463
19143,5.99567508,0.218866096
19173,4.259993925,0.229085356
19161,6.568103218,0.233251884
19025,6.711527879,0.22726815
19093,6.267217245,0.217049836
19053,5.537044083,0.207591623
19119,7.858070604,0.184986595
19115,10.02696139,0.190489381
19051,6.975190081,0.175321111
19135,6.737968113,0.199075297
19177,5.67760289,0.221898418
19185,4.768136332,0.215933559
19009,4.950438503,0.243481325
46019,1.748794161,0.199531433
46065,8.583131022,0.175924363
46027,13.86919253,0.122068551
46103,15.17433998,0.19058649
46013,8.563248563,0.172932331
46081,12.46248366,0.228784292
46099,93.74141573,0.13320014
46109,3.50036942,0.200369974
46051,4.255055277,0.225896045
46093,3.315958253,0.158575401
46035,17.66502652,0.195860272
46127,13.92363532,0.181293852
46005,5.858362443,0.17111378
46083,43.60351956,0.135225145
46011,16.52084716,0.128338667
46079,7.443435706,0.228697931
46029,15.28139674,0.184527383
46135,16.94108089,0.200102947
46087,3.808598572,0.182426484
46102,2.52263971,0.071391998
46047,1.541012296,0.301334481
46033,2.064355083,0.326081731
46057,4.434376314,0.148046052
46067,3.52749991,0.212361971
46015,2.394712765,0.189694656
46125,5.425675365,0.202354842
46121,2.592805061,0.073251823
46077,2.320226108,0.22953668
46041,0.829732818,0.099942781
46101,4.703429318,0.194093493
46023,3.154774486,0.181091452
46009,4.65205446,0.212866333
46129,2.763829711,0.235990974
46115,1.628681975,0.229268293
46123,1.346423246,0.233434002
46085,0.842507388,0.174065106
46037,1.933994928,0.258206492
23019,16.55252585,0.191304119
23027,20.06938799,0.232826548
23023,47.64143611,0.231942893
23001,86.5022532,0.181684843
23021,1.485492373,0.267245997
23029,4.238932599,0.250562882
23031,80.07036251,0.208426704
23011,50.6353719,0.201649759
23025,4.771547029,0.217250054
23005,123.440722,0.190734661
23007,6.538585005,0.225349722
23017,10.26964563,0.226919415
23009,12.25196707,0.252261995
23015,26.42904149,0.281945075
23003,3.804653968,0.248006677
23013,38.42431029,0.262437198
39065,25.21739531,0.159335288
39035,1065.825344,0.184023245
39039,35.73611981,0.190809582
39069,25.48350542,0.186711492
39153,497.3064233,0.183916851
39093,244.8634102,0.18724677
39113,447.3179804,0.179298203
39155,122.8017944,0.21683724
39071,29.99664654,0.18534851
39111,11.30673102,0.233206307
39115,12.65313524,0.215615268
39117,33.17808699,0.17767921
39161,27.24784787,0.191870312
39171,33.90138736,0.191057568
39013,47.47088927,0.209392905
39019,25.88552486,0.215339123
39149,45.39662273,0.169586763
39005,47.48821456,0.194214009
39173,82.39418523,0.156517728
39027,39.38263839,0.17605064
39067,13.63301903,0.217673455
39091,38.21422083,0.184820055
39099,207.8924183,0.215850437
39137,27.49421094,0.176825904
39143,55.29898708,0.191165982
39169,81.1812101,0.180307956
39037,33.43054631,0.197675091
39103,166.7510451,0.185230854
39157,63.06940825,0.193684662
39119,49.65042995,0.178035431
39009,47.46966658,0.140173295
39097,36.23741439,0.157197272
39107,34.73568725,0.182044712
39109,102.6195087,0.186908757
39159,55.54682748,0.12696112
39021,34.81813768,0.18467142
39041,180.99304,0.14164896
39105,19.82182822,0.203998919
39165,229.851896,0.147718551
39141,42.975107,0.171553491
39059,28.12642901,0.197206181
39049,941.2053134,0.122043194
39063,54.27906856,0.176081153
39083,45.77784509,0.183128458
39055,90.34888307,0.210053126
39089,100.3926851,0.165450135
39047,27.49173012,0.175797983
39015,34.23743282,0.182492616
39123,59.10440259,0.258683911
39031,24.93834144,0.193929957
39043,113.7231466,0.224044222
39087,49.19183745,0.189054128
39125,17.35931618,0.190683824
39167,36.09569389,0.212692623
39151,249.6520366,0.196343207
39127,33.174191,0.170536067
39045,120.7789428,0.161426737
39131,23.58775256,0.177260982
39017,320.9661009,0.149657232
39129,44.66357903,0.159620805
39085,389.9978383,0.203280564
39029,73.65905053,0.209601586
39133,124.1043833,0.170140177
39025,175.248129,0.171471032
39073,25.59029112,0.191601611
39147,38.52568798,0.183364805
39007,53.18769337,0.193180071
39023,130.8658625,0.197056725
39095,480.3714986,0.165513899
39033,40.33381605,0.208682407
39139,96.5669412,0.195121951
39051,40.54030242,0.184018917
39011,44.65470783,0.18573244
39079,29.92784549,0.173650677
39135,37.14671313,0.19444851
39163,11.91584325,0.18171875
39003,97.0850109,0.182573304
39061,777.873388,0.157040215
39057,155.9605152,0.175937227
39077,45.69358821,0.175581773
39145,46.40921664,0.180991501
39001,18.10539809,0.182337738
39075,40.30040533,0.138824807
39175,20.76817964,0.199579832
39053,23.96052428,0.187705367
39081,61.38634303,0.21747793
39101,62.50478098,0.178293269
39121,13.48022957,0.278880227
18137,25.00235509,0.183198206
18069,36.56086033,0.177479615
18109,67.7486336,0.172731832
18015,20.93764767,0.199084105
18111,13.25543363,0.196241417
18121,13.86772921,0.199293986
18151,41.28835944,0.206597172
18157,143.0867635,0.116678747
18079,28.20007081,0.165115353
18105,131.2519835,0.138442929
18093,38.482486,0.200910808
18149,28.95538979,0.192148142
18139,15.84731064,0.185693814
18119,21.24763161,0.198105688
18135,20.89283733,0.201158805
18155,16.87220669,0.178995902
18013,18.88387258,0.248610573
18037,38.72074156,0.17540281
18057,333.6904201,0.128529452
18071,34.9178531,0.157787062
18129,23.21629787,0.192640178
18065,47.88136911,0.191249233
18077,35.28035261,0.181154392
18169,28.445874,0.21655208
18177,63.61457347,0.190664402
18073,22.67071773,0.180343801
18005,77.5779062,0.161134155
18117,18.80790519,0.197584298
18023,31.65619082,0.160776161
18145,42.1803748,0.175453395
18147,19.06494423,0.197355138
18091,71.96142127,0.184059286
18097,937.1788811,0.12414424
18127,159.4900179,0.170743677
18027,29.51977976,0.155332534
18075,20.60260236,0.178887206
18025,13.17367834,0.201842705
18133,29.41232507,0.168154843
18047,22.51685206,0.188758721
18113,43.96020273,0.16514264
18181,18.767988,0.20163576
18049,21.3279736,0.196493969
18001,40.7227064,0.157771261
18103,36.84806168,0.177988488
18107,29.00272007,0.182098603
18125,13.87892482,0.201583286
18061,31.52255943,0.183351826
18101,11.13913149,0.19926613
18131,11.13502485,0.207927122
18153,17.70546176,0.180817837
18087,40.43912897,0.139569377
18035,109.2677172,0.172086249
18041,42.03737136,0.203521669
18067,110.0403931,0.194372729
18159,22.77785515,0.212085694
18033,45.96662275,0.16495608
18085,55.94143612,0.171226303
18141,228.802379,0.161207111
18011,64.67144926,0.138245138
18031,27.40091306,0.169480642
18045,16.00753839,0.198179612
18183,39.10309113,0.179573447
18053,62.11986954,0.190521896
18167,99.96834702,0.166581887
18003,225.799789,0.148959247
18039,171.1059282,0.147633859
18173,63.11373724,0.17837914
18081,194.2353547,0.1508565
18083,26.75924532,0.181680399
18143,48.89957665,0.169837625
18123,19.16939578,0.185915493
18163,293.8409651,0.173199058
18165,22.9653738,0.197500486
18051,25.54887525,0.173685167
18021,28.38164477,0.180787544
18099,39.62188857,0.181317131
18029,63.70273348,0.180973242
18089,382.3349777,0.169194213
18175,21.07002837,0.17388526
18043,207.9107684,0.166975236
18055,21.80168839,0.196713859
18059,100.5122229,0.165422481
18095,111.0636871,0.184097878
18179,29.40455215,0.181724591
18063,165.2672022,0.143341839
18009,28.26420865,0.213973078
18017,35.26667092,0.181594865
18019,124.29369,0.159695441
18115,26.2732933,0.227632687
18171,8.896165784,0.204647854
18007,8.291199455,0.171848113
18161,16.58271192,0.197940181
16083,18.06074298,0.159191107
16005,29.31368073,0.146083039
16065,43.25054927,0.05422108
16069,19.02813419,0.20277494
16015,1.544689697,0.273049645
16041,8.221214213,0.141397774
16051,10.80751928,0.119132405
16057,14.20691855,0.141740253
16085,1.216709574,0.260132834
16053,15.56096324,0.132084811
16029,1.511175682,0.17461221
16059,0.675725771,0.305176087
16077,2.112038226,0.165820213
16087,2.756842222,0.256715565
16043,2.731681956,0.174273549
16039,3.575904226,0.138705739
16067,10.94763647,0.156426652
16031,3.700165338,0.14000486
16049,0.753249333,0.281319877
16075,23.930746,0.188073575
16021,3.6533698,0.234220785
16027,148.1153254,0.14136615
16073,0.598632984,0.181032312
16001,180.5106711,0.151054325
16019,25.23304486,0.133708173
16009,4.706146118,0.229356836
16011,8.754033378,0.144446992
16045,13.10323609,0.22220479
16047,8.21967183,0.178065509
16079,1.929644628,0.23686209
16017,9.510522213,0.255397745
16055,50.67755713,0.192474455
16081,9.989739898,0.127074198
16013,3.537265996,0.208419145
16063,1.644416613,0.146674469
16035,1.357444538,0.282538955
16007,2.346468871,0.210518053
16071,1.470795089,0.196890057
